Location,Price,Commission,TVA,Currency,Rooms,Size,Floor,Composition
Gheorgheni,172000,,False,True,2, 56, 2/8, Dec
Iris,130000,,False,True,3, 50, 2/4, Semidec
Campului,109000,,False,True,3, 48, 4/4, Semidec
Manastur,119500,,False,True,3, 65, 10/10, Dec
Marasti,72000,,False,True,3, 35, 5/5, Semidec
Gheorgheni,180000,,False,True,2, 52, 4/10, Semidec
Marasti,117000,,True,True,2, 53, 2/6, Dec
Manastur,149000,,False,True,3, 54, 3/4, Dec
Manastur,178000,,False,True,4, 78, 2/4, Dec
Iris,94500,,False,True,1, 38, Parter/4, Dec
Iris,168900,Comision 0%,False,True,2, 50, 4/4, Semidec
Manastur,120000,,False,True,3, 65, Parter/4, Dec
Manastur,107000,Comision 0%,False,True,2, 47, Parter/8, Dec
Horea,160000,Comision 0%,False,True,3, 64.6, Parter, Semidec
Manastur,86000,,False,True,2, 39, Parter/6, Semidec
Iris,95000,,False,True,2, 41, 10/10, Dec
Iris,169000,,False,True,2, 50, 4/4, Semidec
Europa,185000,,False,True,2, 56.4, 7/7, Semidec
Manastur,209000,,False,True,4, 93, 1/8, Dec
Central,185000,,False,True,2, 58, 5/6, Semidec
Andrei Muresanu,359000,Comision 0%,True,True,5, 128, 1/2, Dec
Zorilor,220000,,False,True,3, 67, 2/4, Dec
Someseni,245000,,False,True,3, 95, 1/3, Semidec
Manastur,119900,,False,True,2, 42, 10/10, Dec
Gheorgheni,260000,,False,True,4, 90, 2/3, Dec
Gruia,250000,,False,True,2, 78, 3/4, Dec
Gruia,265000,,False,True,3, 106, Parter/2, Dec
Central,65000,Comision 0%,False,True,1, 30, Demisol/4, Semidec
Iris,139000,,False,True,2, 53, 1/8, Semidec
Iris,154000,,False,True,4, 70, 4/5, Semidec
Dambul Rotund,88000,,False,True,2, 44, 6/6, Semidec
Grigorescu,216950,,True,True,3, 77.8, 1/4, Semidec
Gheorgheni,152000,,False,True,2, 43, 3/4, Dec
Marasti,210000,,False,True,3, 68, 7/10, Dec
Buna Ziua,290000,,False,True,3, 108, 2/3, Semidec
Buna Ziua,290000,,False,True,3, 82, 4/4, Semidec
Someseni,225000,,False,True,3, 70, 3/3, Semidec
Gheorgheni,153000,,False,True,2, 47, 9/11, Dec
Manastur,135000,,False,True,2, 55, 4/4, Semidec
Plopilor,216000,,False,True,3, 82.5, 4/4, Dec
Manastur,210000,,False,True,3, 98, 1/2, Semidec
Manastur,159900,,False,True,3, 61, 2/3, Semidec
Ultracentral,184000,,False,True,2, 74, 1/1, Semidec
Intre Lacuri,212000,,False,True,3, 65, Parter/4, Dec
Borhanci,249000,,False,True,3, 70, 2/2, Dec
Europa,165000,,True,True,3, 72, Demisol/3, Semidec
Manastur,149900,,False,True,3, 57, 2/3, Circular]
Manastur,90000,,False,True,2, 35, 3/4, Semidec
Manastur,160000,,False,True,3, 65, 5/10, Dec
Manastur,115000,,False,True,2, 54, Parter/8, Dec
Andrei Muresanu,195000,,False,True,2, 50, 9/10, Semidec
Marasti,209000,,False,True,3, 65, 1/4, Dec
Central,92000,,False,True,1, 32, 8/8, Semidec
Gheorgheni,210000,,False,True,2, 61, 4, Dec
Grigorescu,197200,,True,True,3, 67, 3/4, Semidec
Manastur,319000,,False,True,5, 176.8, Parter/2, Semidec
Buna Ziua,135000,,False,True,2, 49, 2/2, Semidec
Marasti,130000,,False,True,2, 54.08, Parter, Dec
Plopilor,173000,,False,True,2, 58.2, 2/6, Semidec
Manastur,137999,Comision 0%,False,True,2, 56.05, 1/4, Semidec
Gheorgheni,209525,Comision 0%,False,True,2, 66.1, 4, Semidec
Zorilor,179000,,False,True,4, 82, 3/4, Dec
Gara,115000,,False,True,1, 36, 8/8, Dec
Manastur,268900,,False,True,2, 49, 13/25, Semidec
Manastur,140000,,False,True,3, 69, 4/4, Dec
Manastur,148200,,False,True,4, 77, 4/4, Dec
Plopilor,235000,,False,True,4, 100, Parter/10, Dec
Manastur,150000,,False,True,3, 61, 3/9, Dec
Manastur,139000,,False,True,3, 62, 4/4, Semidec
Iris,131000,,False,True,2, 53.4, 4/5, Semidec
Central,180000,,False,True,3, 64, 4/4, Semidec
Gheorgheni,289000,,False,True,2, 57, 4/6, Semidec
Marasti,289000,,False,True,2, 57, 4/6, Semidec
Iris,123000,,False,True,3, 58, 2/4, Dec
Zorilor,129000,,False,True,1, 40, 3/4, Dec
Manastur,195000,,False,True,4, 76, 3/4, Dec
Central,110000,,False,True,1, 44, Parter/1, Semidec
Manastur,120000,,False,True,3, 58.5, 1/3, Semidec
Semicentral,340000,,False,True,3, 154, 2/2, Dec
Andrei Muresanu,230000,,False,True,3, 71, Parter, Semidec
Dambul Rotund,85300,,False,True,2, 46.11, 1/6, Semidec
Gheorgheni,183077,Comision 0%,False,True,2, 58.8, 4, Semidec
Zorilor,120000,,False,True,1, 40, 2/10, Dec
Gruia,92000,,False,True,1, 38, 3/3, Dec
Marasti,58000,,False,True,1, 22, 4/4, Dec
Dambul Rotund,129000,,False,True,2, 41, 1/4, Semidec
Manastur,239000,,False,True,4, 93, Parter/8, Dec
Plopilor,170000,,False,True,3, 63, 4/4, Dec
Manastur,170000,,False,True,3, 68, 4/4, Dec
Central,349000,,False,True,3, 83, 1/1, Semidec
Gheorgheni,190000,,False,True,3, 60, Parter/4, Dec
Ultracentral,199000,,False,True,1, 55, 1/1, Semidec
Zorilor,248000,,False,True,4, 78, 3/4, Dec
Zorilor,248000,,False,True,4, 80, 3/4, Dec
Manastur,139900,,False,True,2, 51, 1/8, Dec
Grigorescu,285950,,True,True,3, 80.31, 3/4, Semidec
Manastur,94900,,False,True,1, 35, 2/4, Semidec
Manastur,89890,,False,True,2, 35, 3/4, Semidec
Manastur,107000,,False,True,3, 80, 4/4, Dec
Grigorescu,190000,,False,True,3, 70, 4/4, Dec
Central,300000,,False,True,3, 70, 8/8, Semidec
Gheorgheni,109900,,False,True,2, 46, Parter/4, Semidec
Iris,57000,,False,True,1, 34, Mansarda/1, Semidec
Iris,57000,,False,True,1, 34, 2/2, Semidec
Dambul Rotund,42000,,False,True,1, 21, 1/4, Semidec
Gara,180000,,False,True,3, 75, 6/6, Dec
Ultracentral,295000,Comision 0%,False,True,2, 115, 1/1, Semidec
Marasti,145000,,False,True,3, 65, 4/4, Dec
Manastur,136000,,False,True,3, 64, 5/10, Dec
Marasti,550000,,False,True,4, 138, 4/6, Dec
Manastur,89370,,False,True,2, 53, 1/2, Semidec
Marasti,170000,,False,True,2, 59, 2/3, Semidec
Iris,165000,,False,True,3, 65, 1/2, Semidec
Grigorescu,185000,,False,True,3, 85, 4/4, Dec
Manastur,123000,,False,True,3, 54.57, 7/10, Dec
Manastur,150000,,False,True,3, 62, 6/10, Dec
Zorilor,295000,Comision 0%,False,True,3, 82, Parter/10, Dec
Borhanci,149000,,False,True,2, 54, 3/3, Semidec
Zorilor,275000,,True,True,4, 100, 8/10, Dec
Marasti,198300,,True,True,3, 70, 2/7, Semidec
Zorilor,265000,,True,True,4, 95, 10/15, Semidec
Manastur,180000,,False,True,3, 83, 2/4, Dec
Grigorescu,337000,,False,True,4, 120, Parter/1, Semidec
Europa,270000,,False,True,4, 117, Demisol/2, Semidec
Buna Ziua,270000,,False,True,4, 117, Demisol/4, Semidec
Faget,100300,,False,True,2, 59, 1/4, Semidec
Andrei Muresanu,117000,,False,True,1, 38, 3/3, Dec
Manastur,129900,,False,True,3, 60, 4/4, Semidec
Manastur,135000,Comision 0%,False,True,2, 50.03, 4/4, Dec
Zorilor,300000,,False,True,3, 88, 1/2, Semidec
Manastur,141879,Comision 0%,False,True,2, 50, 1/2, Semidec
Iris,155000,,False,True,3, 62, 1/3, Semidec
Zorilor,121000,,False,True,2, 52, Parter/4, Dec
Campului,220000,,False,True,4, 100, Mansarda/1, Semidec
Manastur,175000,,False,True,3, 66, 2/10, Dec
Marasti,150000,,False,True,4, 76, Parter/7, Semidec
Manastur,115000,,False,True,3, 66, Parter/4, Dec
Buna Ziua,275000,,False,True,4, 96, Parter/3, Dec
Dambul Rotund,135000,,False,True,2, 47, 1/5, Semidec
Dambul Rotund,149990,Comision 0%,False,True,2, 52.5, 1/5, Dec
Iris,150000,,False,True,2, 48, 1/4, Semidec
Manastur,160000,Comision 0%,False,True,3, 68, Parter/4, Dec
Manastur,135000,,False,True,2, 50, 4/4, Dec
Iris,124000,,False,True,2, 38, Parter/7, Semidec
Gheorgheni,192000,,False,True,3, 61, 1/4, Dec
Buna Ziua,356000,,False,True,4, 153, 4/4, Semidec
Manastur,154000,,False,True,4, 80, 4/4, Dec
Gheorgheni,210000,,False,True,2, 61, 4/10, Semidec
Gheorgheni,210000,,False,True,2, 61, 4/10, Semidec
Zorilor,132000,,False,True,1, 40, 1/10, Dec
Manastur,125000,,False,True,2, 52, 9/10, Dec
Marasti,210000,Comision 0%,False,True,3, 78, 6/9, Dec
Manastur,150000,,False,True,3, 60, 2/7, Semidec
Marasti,209500,,False,True,3, 65, 1/4, Dec
Semicentral,74000,,False,True,1, 23, Parter/4, Semidec
Manastur,139800,,False,True,3, 65, 4/4, Dec
Faget,136500,,False,True,3, 70, 1/4, Semidec
Manastur,125000,,False,True,2, 56, 1/3, Dec
Manastur,145000,,False,True,3, 62, Parter/4, Dec
Gheorgheni,295000,,False,True,3, 114, 1/8, Semidec
Gheorgheni,299000,Comision 0%,False,True,3, 113.7, 1/8, Semidec
Marasti,130000,,False,True,2, 49, 4/4, Dec
Grigorescu,165000,,False,True,3, 58.5, Parter/2, Semidec
Intre Lacuri,199000,,False,True,3, 67, 6/6, Semidec
Marasti,199000,Comision 0%,False,True,3, 76, 6/10, Dec
Marasti,162000,,False,True,2, 57, 6/7, Dec
Gheorgheni,180206,Comision 0%,False,True,2, 56, 4, Semidec
Manastur,200000,,False,True,4, 92, 1/8, Dec
Central,150000,,False,True,2, 50, Parter/1, Semidec
Dambul Rotund,130000,,False,True,2, 53.5, 3/6, Semidec
Gruia,252000,,False,True,3, 106.35, Parter/2, Dec
Manastur,110000,,False,True,4, 54, 4/4, Nedec
Gheorgheni,179000,,False,True,3, 62, 3/4, Dec
Europa,299000,,False,True,3, 105, 1/2, Semidec
Manastur,155000,,False,True,3, 70, 4/4, Dec
Manastur,165000,,False,True,3, 75, 2/3, Semidec
Manastur,155000,,False,True,3, 67, 3/9, Dec
Manastur,190000,Comision 0%,False,True,4, 83, 2/4, Dec
Central,300000,,False,True,3, 108, 2/3, Semidec
Central,174999,,False,True,3, 65, 1/3, Semidec
Ultracentral,349000,,False,True,3, 81, 2/2, Semidec
Iris,57000,,False,True,1, 34, Mansarda/2, Dec
Central,185000,,False,True,2, 48, 5/6, Semidec
Gheorgheni,160000,Comision 0%,False,True,2, 60, 8/8, Dec
Zorilor,225000,,False,True,4, 82, 3/4, Dec
Zorilor,163000,,True,True,3, 74, 1/4, Dec
Horea,118000,,False,True,2, 45.76, 1/1, Dec
Marasti,195000,,False,True,3, 67, 2/2, Semidec
Iris,289000,,False,True,4, 94, 10/10, Dec
Central,170000,,False,True,3, 60, 8/11, Semidec
Gheorgheni,120500,,False,True,2, 46, 3/4, Semidec
Marasti,210000,,False,True,3, 67, 9/10, Dec
Manastur,175000,,False,True,4, 82, 2/8, Dec
Manastur,139900,Comision 0%,False,True,3, 64, 4/4, Dec
Campului,189990,,False,True,3, 98, 4/5, Semidec
Zorilor,130000,,False,True,1, 38, 4/4, Semidec
Manastur,129900,,False,True,3, 56.36, 3/4, Semidec
Gara,95500,,True,True,1, 37, 1/7, Dec
Iris,155000,,False,True,2, 53, 2/2, Semidec
Aurel Vlaicu,180000,,False,True,3, 66, 3/8, Dec
Manastur,157000,,False,True,3, 60, 4/5, Semidec
Manastur,174990,,False,True,4, 78, 2/4, Dec
Manastur,175000,,False,True,4, 80, 2/4, Dec
Intre Lacuri,114345,,False,True,2, 58.5, 1/6, Dec
Marasti,137000,,False,True,2, 40, 5/6, Semidec
Iris,92000,,False,True,1, 38, 10/11, Dec
Iris,120000,,False,True,2, 40.5, 2/6, Semidec
Gheorgheni,110000,,False,True,2, 38, 5/10, Semidec
Gara,95000,,False,True,2, 45, 2/4, Semidec
Gheorgheni,172434,Comision 0%,False,True,2, 55.9, 4, Semidec
Gheorgheni,173000,,False,True,2, 54, 3/7, Semidec
Marasti,173400,,False,True,2, 61.5, 6/6, Semidec
Buna Ziua,300000,,False,True,3, 85, 8/9, Semidec
Europa,270000,Comision 0%,False,True,4, 115, 1/4, Dec
Bulgaria,178000,,False,True,3, 73, 5/6, Semidec
Manastur,143000,,False,True,3, 62, Parter/4, Semidec
Manastur,92900,,False,True,2, 35, 3/4, Semidec
Manastur,148580,,False,True,3, 70, 6/10, Dec
Grigorescu,132000,,False,True,2, 50, 4/10, Dec
Manastur,109999,,False,True,2, 58, 1/5, Semidec
Manastur,205000,,False,True,4, 93, 1/8, Dec
Manastur,166000,,False,True,4, 78, 3/4, Dec
Andrei Muresanu,245000,,False,True,3, 90, 1/2, Semidec
Zorilor,167000,,False,True,3, 61, Parter/4, Dec
Sopor,162265,,False,True,3, 70.55, 1/6, Semidec
Manastur,149900,,False,True,3, 65, Parter/4, Semidec
Aurel Vlaicu,199990,,False,True,4, 76, 1/8, Dec
Andrei Muresanu,299000,,False,True,3, 85, 1/3, Dec
Gheorgheni,306000,,False,True,2, 57, 4/6, Semidec
Zorilor,252000,,True,True,3, 88, 8/10, Semidec
Manastur,91900,,False,True,2, 41, 1/4, Semidec
Manastur,148500,,False,True,3, 70, 6/10, Dec
Iris,285000,,False,True,4, 94, 10/10, Semidec
Intre Lacuri,199000,,False,True,3, 66, 6/6, Semidec
Europa,399000,,False,True,4, 100.07, Parter/2, Semidec
Borhanci,195000,,False,True,3, 63, 3/3, Dec
Central,149500,,False,True,2, 50, Parter, Dec
Plopilor,165000,,False,True,3, 63, 4/4, Dec
Iris,169500,,False,True,2, 56.5, 5/6, Semidec
Central,155000,,False,True,2, 60, Parter/1, Dec
Bulgaria,178000,,False,True,3, 73, 5/6, Semidec
Manastur,190000,,False,True,3, 85, Parter/4, Dec
Dambul Rotund,132000,,False,True,3, 71, 5/6, Dec
Marasti,182000,,False,True,3, 70, 3/7, Semidec
Manastur,135000,,False,True,3, 62, 3/12, Semidec
Marasti,210000,,False,True,3, 76, 6/9, Dec
Grigorescu,140000,,False,True,3, 82, 7/10, Semidec
Faget,102500,,False,True,3, 59, 1/4, Semidec
Manastur,130000,,False,True,3, 49, Parter/4, Semidec
Dambul Rotund,117000,,False,True,2, 45, 5/6, Dec
Manastur,122400,Comision 0%,False,True,2, 45, Parter/4, Semidec
Intre Lacuri,129000,,False,True,2, 63, Mansarda/4, Semidec
Calea Turzii,184500,,False,True,2, 55, 2/6, Semidec
Vest,149000,,False,True,3, 63, 4/4, Semidec
Zorilor,252050,,True,True,5, 93.5, 1/4, Semidec
Buna Ziua,140000,,False,True,2, 42.18, 2/2, Semidec
Central,264000,,False,True,3, 110, 2, Circular]
Dambul Rotund,120000,Comision 0%,False,True,2, 48, 6/6, Semidec
Zorilor,220000,,False,True,3, 100, Parter/3, Dec
Dambul Rotund,119500,,False,True,3, 50, Parter/3, Semidec
Central,160000,,False,True,3, 65, 1/4, Semidec
Plopilor,173000,,False,True,3, 63, 4/4, Dec
P-ta Mihai Viteazul,210000,,False,True,3, 58, 5/5, Semidec
Central,340000,,False,True,3, 86.5, 1/1, Dec
Semicentral,154600,,True,True,3, 68.7, 1/6, Semidec
Central,124000,,False,True,1, 52, 1/1, Dec
Marasti,135000,,False,True,2, 62, 5/5, Dec
Plopilor,170000,,False,True,3, 63, 4/4, Dec
Iris,95000,,False,True,1, 37, 10/11, Dec
Marasti,150000,,False,True,2, 54, Parter, Dec
Marasti,157000,,False,True,3, 75, 5/6, Dec
Manastur,220000,,False,True,3, 77, 1/2, Semidec
Zorilor,129900,,False,True,1, 40, 3, Dec
Gruia,260000,,False,True,3, 107, Parter/1, Dec
Marasti,220000,,False,True,4, 89, 2/4, Semidec
Gruia,224000,,False,True,2, 76.31, 2/4, Semidec
Zorilor,140000,,False,True,3, 66, 4/4, Dec
Dambul Rotund,115000,,False,True,2, 49, Parter/6, Semidec
Central,154990,Comision 0%,False,True,2, 48, Parter/10, Semidec
Gheorgheni,137500,,False,True,2, 46, 6/10, Semidec
Marasti,65000,,False,True,1, 21, 4/4, Nedec
Zorilor,160000,,False,True,3, 65, 1/4, Dec
Grigorescu,170000,,False,True,3, 69, 4/4, Dec
Manastur,130000,,False,True,3, 60, 4/4, Semidec
Gheorgheni,215000,,False,True,3, 61, 1/4, Dec
Manastur,135000,,False,True,2, 52, 1/10, Semidec
Manastur,107000,,False,True,2, 40, 4/4, Dec
Manastur,154000,,False,True,3, 61, 2/9, Dec
Ultracentral,153000,,False,True,2, 56, Parter/1, Dec
Buna Ziua,175000,,False,True,3, 80, 4/4, Dec
Buna Ziua,137990,,False,True,3, 70, Mansarda/4, Semidec
Iris,149999,,False,True,2, 53, 1/6, Semidec
Iris,69000,,False,True,1, 32, Parter/3, Dec
Ultracentral,189000,,False,True,3, 65, 1/1, Dec
Central,300000,,False,True,3, 70, 8/8, Semidec
Manastur,229000,,False,True,4, 93, 1/8, Dec
Central,155000,,False,True,2, 46, 5/6, Dec
Gheorgheni,365000,,False,True,4, 120, Ultimele 2 e/7, Semidec
Manastur,130000,,False,True,2, 52, 9/10, Dec
Manastur,130000,,False,True,3, 67, 10/10, Dec
Calea Turzii,106000,,False,True,1, 38, Parter/4, Dec
Gheorgheni,179693,Comision 0%,False,True,2, 55.9, 4, Semidec
Manastur,142000,,False,True,3, 62, 5/8, Dec
Marasti,191000,,False,True,3, 88, 3/6, Semidec
Zorilor,165000,,False,True,3, 61, Parter/3, Semidec
Zorilor,228000,,False,True,4, 83, 1/5, Semidec
Zorilor,130000,,False,True,2, 55, 4/4, Dec
Grigorescu,215000,,False,True,3, 69, Parter/3, Dec
Manastur,132000,Comision 0%,False,True,3, 65, Parter/4, Dec
Grigorescu,228350,,True,True,3, 80, 2/4, Semidec
Manastur,125000,,False,True,2, 55, 2/5, Dec
Andrei Muresanu,230000,,False,True,3, 77, Parter, Semidec
Manastur,110000,,False,True,2, 54, 3/3, Semidec
Manastur,155000,,False,True,3, 65, Parter/10, Dec
Campului,260000,,False,True,3, 79.37, 2/2, Semidec
Horea,119000,,False,True,2, 53, 4/4, Semidec
Iris,81500,,False,True,2, 37.12, 4/5, Semidec
Europa,160000,,False,True,3, 57, 6/7, Semidec
Manastur,195000,,False,True,3, 70, 4/8, Semidec
Vest,141000,,False,True,2, 60, 3, Semidec
Marasti,73500,,False,True,1, 28, 4/4, Dec
Manastur,109990,Comision 0%,False,True,3, 61, 5/5, Semidec
Manastur,159000,,False,True,3, 81, 10/10, Dec
Cordos,135000,,False,True,2, 54, 4/4, Semidec
Dambul Rotund,120000,,False,True,3, 70, 1/1, Semidec
Iris,69000,,False,True,1, 32, Parter/4, Dec
Gheorgheni,181804,Comision 0%,False,True,2, 55.9, 4, Semidec
Iris,180000,,False,True,3, 55, 3/10, Semidec
Central,129000,,False,True,2, 47, 1/5, Dec
Gara,80000,,False,True,1, 30, 1/1, Dec
Manastur,140000,,False,True,3, 56, 3/4, Semidec
Marasti,210000,,False,True,3, 78, 6/10, Dec
Manastur,180000,,False,True,4, 78, 4/4, Semidec
Semicentral,99000,,False,True,1, 30, 2/2, Dec
Manastur,145000,,False,True,3, 53, Parter/4, Semidec
Buna Ziua,157000,,False,True,2, 59, 3/7, Semidec
Manastur,104990,Comision 0%,False,True,2, 62, Demisol/3, Dec
Manastur,155000,,False,True,3, 65, 4/4, Dec
Europa,190000,,False,True,2, 57, 6/7, Semidec
Andrei Muresanu,229000,,False,True,3, 71, 2/2, Semidec
Manastur,225000,,False,True,3, 75.2, 6/8, Semidec
Central,155000,,False,True,3, 75, Ultimele 2 e/2, Semidec
Manastur,149999,,False,True,3, 63, 1/4, Semidec
Buna Ziua,138900,,False,True,2, 53, 1/3, Dec
Gheorgheni,154900,,False,True,3, 63, Parter/4, Semidec
Grigorescu,160000,,False,True,3, 65, Parter/4, Semidec
Manastur,94990,,False,True,1, 37, 2/4, Semidec
Marasti,106900,,False,True,2, 49, 10/10, Dec
Gruia,164000,,False,True,3, 70, 2/4, Dec
Plopilor,210000,,False,True,3, 73, 7/8, Dec
Manastur,106999,,False,True,2, 58, 1/4, Dec
Gheorgheni,155000,,False,True,3, 69, 3/10, Dec
Dambul Rotund,43000,,False,True,1, 21, 3/4, Dec
Manastur,127000,,False,True,3, 66, Parter/4, Dec
Gheorgheni,173000,,False,True,2, 54, 3/10, Semidec
Iris,227000,,False,True,3, 65, Parter/4, Semidec
Manastur,146000,,True,True,1, 45, 3/25, Semidec
Borhanci,249000,,False,True,3, 80, 3/3, Semidec
Borhanci,249000,,False,True,3, 69, 3/4, Semidec
Manastur,136000,,False,True,4, 65, 2/10, Semidec
Manastur,115000,,False,True,2, 51, 3/10, Dec
Central,110000,,False,True,1, 27, 2/2, Nedec
Marasti,167000,,False,True,2, 55, 6/8, Semidec
Manastur,155000,,False,True,2, 55, 1/4, Semidec
Iris,163000,,False,True,3, 63, 3/7, Semidec
Marasti,160000,,False,True,3, 65, 4/8, Dec
Gheorgheni,109900,,False,True,2, 51, Parter/4, Semidec
Central,195600,,True,True,3, 68, 1/7, Semidec
Iris,133750,,False,True,2, 54.68, 4/5, Dec
Manastur,135000,,False,True,2, 50, 4/4, Dec
Sopor,165000,,False,True,3, 71.34, 2/6, Semidec
Manastur,139000,,False,True,3, 58, Parter/4, Dec
Manastur,160000,,False,True,4, 79, 4/4, Dec
Iris,72500,,False,True,2, 39, 2/4, Semidec
Buna Ziua,94900,Comision 0%,False,True,2, 60, 3/3, Semidec
Manastur,140000,,False,True,4, 65, 2/10, Dec
Buna Ziua,139000,,False,True,3, 55, 2/2, Semidec
Exterior Est,72000,,False,True,2, 45, Parter/3, Semidec
Manastur,175000,,False,True,4, 77, 2/4, Dec
Central,159700,Comision 0%,True,True,3, 69.47, 3/4, Dec
Ultracentral,168000,,False,True,2, 44, Parter, Semidec
Semicentral,100000,,False,True,1, 30, 2/2, Dec
Aurel Vlaicu,185000,,False,True,3, 68, 7/8, Dec
Gara,119000,,True,True,2, 59, Parter/4, Semidec
Iris,149900,,False,True,2, 52.5, 1/5, Dec
Marasti,135000,,False,True,2, 48, 2/4, Dec
Gheorgheni,99000,Comision 0%,False,True,2, 48, Parter/4, Nedec
Andrei Muresanu,450000,,False,True,4, 170, 3/3, Dec
Manastur,116433,,False,True,3, 71, 3/3, Semidec
Marasti,221000,,False,True,3, 64, 6/8, Dec
Zorilor,165000,,False,True,3, 63, Parter/4, Dec
Manastur,168000,,False,True,4, 86, 3/4, Dec
Manastur,118000,,False,True,3, 52, 11/12, Semidec
Buna Ziua,94000,,False,True,3, 52, Demisol/3, Semidec
Marasti,159000,,False,True,3, 65, 3/4, Dec
Manastur,123500,,False,True,3, 55, 7/10, Dec
Manastur,193000,,False,True,3, 68, 6/8, Dec
Manastur,139900,,False,True,4, 79, 4/4, Dec
Manastur,240000,Comision 0%,True,True,3, 94.02, 14/25, Semidec
Gara,171500,,True,True,3, 74, 1/7, Nedec
Zorilor,300000,,False,True,3, 88, 8/10, Semidec
Marasti,209500,,False,True,3, 69, 1/4, Dec
Manastur,159900,,False,True,3, 81, 10, Dec
Manastur,149899,,False,True,3, 90, Parter/8, Dec
Calea Turzii,163500,,False,True,3, 53, 3/5, Semidec
Manastur,145000,,False,True,4, 76, 4/4, Dec
Dambul Rotund,118000,,True,True,2, 45, 1/6, Semidec
Zorilor,125000,,False,True,1, 37, 1/4, Dec
Dambul Rotund,125000,,False,True,2, 57, 4/6, Semidec
Marasti,199000,,False,True,3, 66, 6/6, Semidec
Manastur,139000,,False,True,3, 72, 4/4, Semidec
Buna Ziua,590000,,False,True,4, 200, 3/4, Semidec
Manastur,138000,,False,True,3, 57, 2/4, Semidec
Plopilor,291000,,False,True,3, 74, 1/9, Dec
Buna Ziua,260000,,False,True,3, 68, 4/10, Dec
Dambul Rotund,118000,,False,True,2, 45, 5/6, Semidec
Iris,88578,Comision 0%,False,True,3, 56.24, 1/4, Dec
Marasti,142000,,False,True,3, 65, 4/4, Dec
Gruia,44000,,False,True,1, 18, 1/2, Semidec
Manastur,140000,,False,True,4, 65, 2/10, Dec
Marasti,210000,,False,True,3, 77, 5/8, Dec
Marasti,209000,,False,True,3, 77, 6/15, Dec
Manastur,255000,,False,True,4, 101, 2/4, Dec
Zorilor,222000,,False,True,3, 74, 5/8, Dec
Manastur,140000,,False,True,3, 53, Parter/4, Semidec
Campului,195000,,False,True,3, 78, 2/3, Semidec
Europa,420000,,False,True,4, 105.09, 2/2, Semidec
Iris,163000,,False,True,3, 63, 3/7, Semidec
Marasti,242000,,False,True,3, 68, 3/3, Semidec
Manastur,125000,,False,True,2, 52, 9/10, Dec
Manastur,157900,,False,True,4, 80, 8/8, Dec
Marasti,167000,,False,True,2, 56, 6/7, Dec
Iris,165000,,False,True,3, 62, 3/3, Semidec
Manastur,95000,,False,True,1, 37, 2/4, Semidec
Manastur,95000,,False,True,1, 35, 2/3, Semidec
Gheorgheni,150000,,False,True,2, 38, 3/11, Semidec
Central,135000,,False,True,2, 54, 2/2, Dec
Vest,137000,,False,True,3, 58, 6, Semidec
Buna Ziua,260000,,False,True,3, 78, 4/10, Dec
Zorilor,125000,,False,True,2, 46.33, 7/14, Semidec
Manastur,121000,,False,True,3, 54, 1/3, Semidec
Grigorescu,238400,,True,True,3, 85.73, 2/4, Semidec
Zorilor,300000,,False,True,3, 95, 1/2, Dec
Manastur,135000,,False,True,3, 66, 5/10, Dec
Manastur,170000,,False,True,4, 85, 3/4, Dec
Manastur,95000,,False,True,2, 37, 2/4, Semidec
Manastur,132000,Comision 0%,False,True,2, 60, 5/7, Semidec
Buna Ziua,184500,,False,True,2, 55, 2/4, Semidec
